caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
1449066,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214345,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,111,0,0,0,0,10,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
257720,7,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,3,22,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,5,0
608249,6,1,1,0,0,1,2,2,2,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,4,1,2,0,0,0,1,2,1,2,2,0,2,0,2,1,0,4,0,0,0,2,1,0,4,10,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,10,1,1
1997041,6,1,1,0,0,1,3,2,2,0,0,4,0,2,2,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,21,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
687718,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,221,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
969629,3,1,1,0,0,1,5,2,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,1,2,1,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
2026412,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,112,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1520136,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2177665,2,1,1,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,7,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,2,3,0,0,1,1,0,2,10,0,6,0,2,0,1,0,0,0,2,0,1,1,1,0,8,1,0
1285588,6,3,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,6,0,2,0,2,2,0,3,0,0,0,1,1,0,3,24,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
118396,6,1,2,0,0,1,1,1,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,5,1,2,0,0,0,1,2,1,2,2,0,2,0,2,2,0,4,0,0,0,2,1,0,4,23,0,1,8,1,0,0,0,0,0,3,0,2,1,1,0,11,1,1
2203362,3,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
159192,4,11,1,0,0,7,0,2,2,0,0,0,0,5,0,0,3,1,0,0,0,0,0,0,4,0,2,2,0,0,0,4,2,2,1,0,2,0,2,1,0,5,0,0,0,0,2,0,5,10,0,1,0,1,0,0,0,0,2,0,0,2,1,2,0,10,1,0
847725,7,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,2,1,0,0,1,0,0,1,4,0,12,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
2019647,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,1,0,0,1,0,2,0,0,0,2,0,141,0,6,1,0,10,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,6,7,0
109661,6,1,2,0,0,2,0,2,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,2,0,4,2,1,0,0,0,6,0,2,22,0,1,0,2,0,1,0,0,3,0,0,1,1,2,0,13,2,0
538956,4,1,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,8,0,2,2,0,0,0,4,2,2,2,0,2,0,2,0,0,2,0,0,0,0,6,0,2,22,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,11,1,0
1598374,6,1,1,0,0,4,3,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,3,2,0,0,1,1,0,3,23,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,14,1,0
811378,7,11,1,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,0,4,0,5,0,0,0,6,0,4,22,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
719949,6,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,2,2,0,0,2,1,2,6,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,4,8,1,0,0,0,0,3,0,0,0,2,2,0,8,3,1
255689,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,10,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1492904,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
378113,7,11,1,0,0,6,4,1,2,0,0,1,0,5,5,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
1865223,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,2,2,6,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
736683,3,11,1,0,3,1,0,2,2,1,0,1,0,1,0,6,1,0,0,0,0,0,0,0,7,0,1,2,4,0,0,4,1,2,2,0,1,5,2,1,4,2,2,0,0,0,6,0,2,51,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,2,0
1170615,4,11,1,0,0,1,3,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
704787,6,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,7,0
2158733,4,1,1,0,0,1,4,2,2,0,0,0,0,5,4,0,3,0,0,1,0,0,0,0,4,0,2,0,4,0,4,4,2,2,2,0,2,0,2,2,0,4,0,0,0,0,1,0,4,10,0,6,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
2181375,4,1,2,0,0,1,3,2,2,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
168351,6,1,1,0,0,6,0,2,2,0,0,6,0,2,1,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,11,4,1,2,6,0,2,0,2,0,4,2,1,0,0,0,1,0,2,10,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,9,1,0
1193803,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
100134,4,11,1,0,0,1,3,2,2,0,0,4,0,3,1,0,1,0,0,0,0,0,0,0,8,0,2,0,3,0,2,4,2,2,2,0,2,0,2,1,2,2,0,0,0,0,1,0,2,21,0,5,0,1,0,1,0,0,0,3,0,1,1,1,0,10,1,0
478293,4,1,1,0,0,1,2,2,2,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,3,0,2,0,4,0,1,4,2,2,5,0,2,0,2,2,0,2,9,0,0,3,1,0,2,23,0,6,0,1,0,0,0,0,0,1,0,1,1,1,0,6,1,0
868093,5,1,2,0,0,1,5,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,2,0,2,0,2,0,4,0,2,0,0,1,1,0,0,22,0,6,0,1,0,1,0,0,0,5,0,0,2,0,0,11,1,0
984102,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11588,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281524,6,1,12,4,0,4,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,10,1,2,1,0,0,0,2,1,2,3,1,2,0,1,0,0,2,0,0,0,0,3,0,2,10,0,1,8,1,0,0,0,0,0,0,0,1,1,2,0,10,2,1
813994,3,11,1,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,4,0,0,4,2,2,6,0,2,0,1,1,0,0,2,0,0,0,3,0,0,10,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,6,4,0
128151,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,223,0,0,0,0,10,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0
1966359,5,3,2,0,0,8,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,0,4,1,2,2,0,2,0,2,1,2,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,14,4,0
2190436,6,3,1,0,4,1,0,1,1,3,0,0,0,0,0,8,0,0,0,0,0,0,1,0,8,0,1,2,0,0,0,3,1,2,5,0,2,4,2,1,0,0,0,0,0,0,6,0,2,52,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,9,3,0
1668333,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778094,7,11,1,0,0,6,4,2,2,0,0,3,0,2,2,0,0,1,0,1,1,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,7,1,0
95098,6,3,1,0,4,1,3,2,2,2,0,0,8,2,3,4,2,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,2,2,1,0,2,4,2,1,0,3,0,0,0,1,1,0,3,52,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
1737723,4,1,1,0,3,1,3,2,2,0,0,0,0,5,5,8,3,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,1,2,2,0,2,2,2,1,0,4,9,0,0,1,1,0,4,51,0,6,0,1,0,0,0,0,0,4,0,1,1,1,0,14,1,0
1374381,6,11,1,0,0,1,2,2,2,1,0,0,0,3,3,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,1,4,1,2,1,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,7,1,0
981531,3,3,1,4,0,1,0,2,2,2,0,0,9,3,0,0,1,0,0,0,0,0,0,0,4,0,1,1,4,0,0,4,1,2,6,0,2,0,1,1,0,2,2,0,0,0,3,0,2,10,0,6,0,1,0,0,0,0,3,0,0,1,1,2,0,7,2,0
2071792,6,2,1,0,0,1,4,2,2,0,0,4,0,2,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,1,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
1935175,6,1,1,0,0,1,2,2,2,0,0,5,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,2,4,2,0,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,10,1,0
228151,4,1,1,0,0,1,4,2,2,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,14,1,0
1466328,7,0,1,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,1,2,4,0,0,0,0,0,6,0,2,23,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
377552,2,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,2,1,4,0,2,0,221,0,6,1,2,10,1,6,0,2,0,1,0,0,3,0,0,0,2,2,0,7,7,0
1385386,4,11,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,2,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
1984686,4,0,1,0,0,1,3,2,2,0,0,1,0,4,3,0,2,0,0,0,1,0,0,0,5,0,2,0,4,0,1,4,2,2,6,0,2,0,2,2,4,3,0,0,0,1,1,0,3,23,0,6,0,1,0,1,0,0,0,2,0,2,1,0,0,10,1,0
2413568,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1558982,6,1,2,0,0,1,4,2,2,0,1,0,0,5,5,0,4,0,0,1,0,0,0,0,9,0,2,0,0,0,1,2,1,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,21,0,1,7,1,0,0,0,0,0,5,0,1,1,1,0,11,1,2
1944524,2,1,2,0,0,6,0,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,2,4,0,0,4,1,2,4,0,2,0,2,1,0,2,2,0,0,0,6,0,2,10,0,6,0,2,0,0,0,0,3,0,0,1,1,2,0,8,2,0
265651,6,1,1,0,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,9,0,2,2,0,0,0,4,2,2,3,0,2,0,2,0,4,0,1,0,0,0,6,0,2,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,4,0
1735929,5,1,1,0,0,1,2,2,2,0,0,0,0,3,5,0,4,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,15,1,0
1689939,5,0,1,0,4,1,3,2,2,0,0,3,0,1,4,1,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,6,2,2,3,2,1,0,0,1,1,0,2,52,0,1,0,1,0,1,0,0,0,5,0,2,1,0,0,10,1,0
847593,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
260241,5,1,1,0,0,1,4,2,2,0,0,7,0,1,1,0,1,0,0,1,1,0,0,0,7,0,2,0,1,0,10,4,1,2,2,0,2,0,2,0,2,2,0,0,0,0,1,0,3,10,0,3,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
1194674,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
741664,4,11,1,0,0,1,3,2,2,0,0,3,0,2,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,3,2,1,0,0,1,1,0,2,23,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
580772,2,9,1,0,3,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,0,2,3,2,2,4,0,2,0,121,0,0,1,0,51,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0
2212596,5,1,2,0,0,1,5,2,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,0,4,0,0,0,2,1,0,4,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,10,1,0
2093099,2,11,2,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,2,0,2,0,1,0,4,2,10,0,0,1,1,0,2,23,0,6,0,2,0,1,0,0,0,3,0,1,1,1,0,11,1,0
65150,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,4,0,0
1947583,7,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
2263552,6,1,1,0,4,1,4,2,2,0,0,3,0,1,1,8,1,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,2,2,1,4,2,1,0,0,1,1,0,2,52,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,12,1,0
1157946,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,1,2,0,0,1,0,2,2,4,0,2,0,222,0,0,1,2,10,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0
746968,3,2,2,0,0,1,5,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,2,2,1,0,2,0,1,1,2,0,0,0,0,1,1,0,0,10,0,4,0,1,0,1,0,0,0,4,0,0,2,1,0,11,1,0
1169098,5,1,1,0,0,1,5,2,2,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
758346,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,221,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
121135,3,1,1,0,0,5,4,2,2,0,0,4,0,0,3,0,0,0,0,0,0,1,0,1,10,0,2,0,2,0,1,4,2,2,2,0,2,0,1,0,2,0,0,0,0,1,1,0,2,10,0,4,0,1,0,1,0,0,0,3,0,0,2,1,0,7,1,0
432182,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,223,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
909535,4,1,2,0,0,2,2,2,2,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,1,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,6,0,1,0,0,0,0,0,1,0,2,1,1,0,15,1,0
1335149,3,1,1,0,0,1,1,2,2,0,0,4,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,0,3,3,1,0,0,1,1,0,3,10,0,1,0,2,0,1,0,0,0,3,0,1,1,1,0,12,1,0
2459843,5,0,1,0,0,1,5,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,1,5,0,2,0,2,0,1,4,1,2,5,0,2,0,2,1,4,2,0,0,0,1,1,0,2,23,0,4,0,1,0,1,0,0,0,6,0,1,1,1,0,10,1,0
728402,6,1,1,0,0,1,4,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,1,0,7,1,2,0,0,0,1,2,1,2,6,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,8,1,0,0,0,0,0,1,0,2,1,1,0,10,1,1
2132605,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,113,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918123,6,1,1,0,0,2,3,2,2,0,0,11,0,3,3,0,2,0,0,0,0,1,0,0,9,0,2,0,1,0,1,4,1,2,2,0,2,0,2,0,2,3,0,0,0,2,1,0,3,10,0,3,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
1413208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,0,4,0,3,0,122,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
2299765,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,112,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2140227,4,11,1,0,0,1,2,2,2,0,0,0,0,5,5,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,0,0,5,0,0,0,1,1,0,5,22,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
1139369,4,1,2,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,4,2,2,6,0,2,0,2,1,3,0,1,0,0,0,6,0,0,24,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,3,0
742391,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
831738,4,2,2,0,0,1,4,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,7,0,2,0,2,0,1,4,1,2,2,0,2,0,2,0,4,3,2,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,3,0,1,1,1,0,11,1,0
2176032,1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,24,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
973640,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,211,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551543,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,4,1,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
1910081,5,1,2,0,0,6,3,2,2,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,2,2,2,4,0,2,0,2,1,0,3,0,0,0,2,1,0,3,22,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,14,1,1
800661,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,0,4,0,2,0,122,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
2401151,4,1,1,0,2,1,0,1,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,9,0,2,2,2,0,0,2,2,1,1,0,1,2,0,1,0,0,12,0,0,0,6,0,2,40,0,4,4,1,0,0,0,0,3,0,1,0,2,2,0,13,4,2
990402,4,2,2,0,0,1,3,2,2,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,4,0,2,0,4,1,1,2,2,2,6,0,2,0,1,1,0,2,0,0,0,1,1,0,2,22,0,6,2,2,0,0,0,0,0,1,0,1,1,1,0,11,1,1
197786,4,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,1,3,0,2,0,0,0,1,4,1,2,6,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
