country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
0,22,0,1,583,189625,1988,1,7,6,0,1,0,0,29465,79628,30,14645,109997,0.02,3,2,8,0
11,17,1,0,5023,2008269,2016,1,2,1,0,1,0,1,41300,1198359,30,17560,809910,0.18,6,2,9,0
10,10,1,2,5563,3342354,2022,0,5,5,1,0,1,0,87505,1802777,30,14955,1539577,0.13,4,8,7,0
8,34,1,1,3618,2528944,1961,5,1,1,1,0,0,0,48445,1166263,10,15640,1362681,0.27,4,7,3,0
1,30,0,0,1173,238356,2018,0,1,1,0,1,3,0,32128,131372,15,7690,106984,0.04,4,3,10,0
6,7,4,0,5174,773963,2006,0,7,5,0,0,2,0,4419,493947,10,2306,280016,1.27,1,8,7,0
7,15,0,1,2522,1133874,1993,2,3,1,1,0,0,0,71330,706123,25,4895,427751,0.07,7,10,5,1
8,34,5,0,1202,841909,1963,1,3,2,1,0,1,0,99725,651216,30,2900,190693,0.04,2,5,8,0
4,21,2,2,3352,1404490,2003,1,5,5,1,1,0,0,18785,777822,30,9310,626668,0.26,9,10,1,1
0,35,4,0,1162,374079,1968,2,5,2,1,0,1,1,59295,160125,30,17410,213954,0.02,6,8,6,0
3,32,0,2,5048,1920032,1963,6,2,1,1,0,1,0,96475,979474,25,17690,940558,0.07,2,8,10,0
7,27,1,1,5014,2260128,1995,2,2,2,0,1,0,0,42205,1651898,20,11445,608230,0.29,4,3,6,0
8,34,4,0,4145,2903186,1969,1,7,6,0,1,1,0,26085,2239670,25,9310,663516,0.58,3,1,3,0
6,13,2,0,4397,657110,1992,6,5,1,1,0,0,0,15439,308873,20,3515,348237,0.15,10,5,10,1
12,8,5,1,924,464893,1985,4,2,1,0,1,3,0,48340,356993,25,14725,107900,0.05,2,7,8,0
2,38,3,0,3630,1274186,1987,4,3,1,1,1,0,0,59855,826473,15,5865,447713,0.12,10,8,4,1
6,24,3,1,5028,757194,1976,1,4,1,1,1,1,0,12684,377401,25,1803,379793,0.2,6,8,7,0
3,32,0,0,702,271601,1963,1,3,1,1,1,0,0,35065,134276,10,15570,137325,0.04,1,10,3,0
6,24,4,1,911,135771,1975,3,1,1,0,1,0,1,2061,77207,20,3389,58564,0.28,1,3,4,0
10,10,1,1,4183,2505512,2007,6,8,4,0,1,2,1,13350,1826294,30,15870,679218,0.86,2,10,4,0
7,15,2,0,4363,1960804,2002,5,2,1,1,1,0,0,47905,786513,25,4165,1174291,0.11,9,4,9,1
11,20,4,0,3682,1475906,1968,1,7,5,0,0,2,0,19160,827521,20,5450,648385,0.32,8,8,7,1
6,13,3,2,4233,634730,2006,0,7,5,0,1,1,0,8451,450514,30,2251,184216,0.34,10,6,1,1
10,10,1,0,3730,2236949,1979,5,8,3,1,0,2,0,98330,1507679,15,3710,729270,0.13,3,2,1,0
4,28,4,1,5345,2247481,2021,5,4,4,1,0,3,1,50330,1539409,15,7185,708072,0.27,3,2,8,0
10,0,1,1,833,499688,1971,1,7,2,1,1,1,1,61245,214767,30,19710,284921,0.02,3,7,5,0
6,13,1,0,728,110484,2020,5,4,1,1,0,3,1,7067,59874,20,3997,50610,0.06,3,6,2,0
0,5,3,0,3008,963375,2015,2,8,6,0,1,0,0,23240,737697,30,2900,225678,0.2,10,3,9,1
0,5,4,1,1391,444773,2003,0,4,3,1,1,1,1,32655,194209,10,19355,250564,0.07,2,9,2,0
7,15,3,1,3744,1686641,2020,4,7,2,1,0,0,1,92765,1362797,25,15945,323844,0.1,10,4,2,0
9,6,2,2,1987,356756,1990,4,1,1,0,0,3,0,22368,170099,30,8080,186657,0.05,10,4,9,0
5,11,2,2,3067,918544,1988,2,1,1,1,1,1,0,10940,456164,15,7135,462380,0.36,8,7,10,1
0,5,0,1,4389,1399682,1966,5,5,4,1,1,0,1,30850,659498,20,17585,740184,0.16,9,9,9,0
5,3,5,0,4710,1408057,2011,5,3,3,0,0,0,0,83240,890405,20,5925,517652,0.08,7,3,3,1
5,3,5,2,2782,830649,2011,5,1,1,1,0,3,0,83475,651338,15,5215,179311,0.07,6,8,9,0
4,21,3,2,4492,1884609,1975,4,7,4,1,1,1,1,81695,1316333,20,16410,568276,0.12,8,8,3,0
12,26,1,1,2883,1442262,1975,4,1,1,1,1,1,0,13460,1126124,15,6150,316138,0.73,8,5,1,0
9,6,5,0,847,154552,2005,5,4,3,0,0,2,0,6388,81646,15,6295,72906,0.11,1,3,4,0
5,11,0,2,4130,1240364,1983,0,8,4,0,1,0,0,76035,644134,10,5570,596230,0.1,8,1,1,1
1,30,0,2,1427,283182,2006,1,6,5,0,1,4,1,38154,205829,10,10565,77353,0.06,3,9,5,0
6,9,3,0,545,82447,1982,5,7,6,0,0,0,0,11664,52721,20,1415,29726,0.03,4,7,7,0
10,0,4,0,4705,2826480,2003,6,2,2,1,1,0,0,34650,2070730,15,5935,755750,0.52,10,1,1,0
11,17,4,2,3116,1250514,2010,4,7,5,1,0,3,0,72705,527559,30,11550,722955,0.05,9,4,8,0
6,29,2,1,3964,594850,2000,0,2,1,1,1,1,0,17113,425999,20,1893,168851,0.19,7,8,9,1
10,0,2,1,5590,3354526,2001,0,5,2,0,0,2,1,36300,2769995,15,17600,584531,0.66,4,4,3,0
4,21,0,1,4261,1785360,2007,2,8,2,0,0,0,1,55195,726271,30,7940,1059089,0.08,6,3,6,0
0,22,2,0,5150,1645755,2010,5,3,2,1,0,2,0,72615,1220954,20,10405,424801,0.13,7,10,2,1
6,24,3,2,1669,251694,1983,2,4,3,1,0,0,0,8442,154142,30,2488,97552,0.12,4,6,3,0
1,36,3,2,5691,1134160,2006,3,6,4,1,0,0,1,31980,828737,25,13465,305423,0.17,5,7,7,0
2,39,5,0,2309,812682,2020,4,8,8,0,1,2,0,20945,577879,20,2540,234803,0.21,1,6,3,0
11,4,2,0,4690,1879477,2013,4,6,6,0,0,0,1,27145,1576428,30,10845,303049,0.37,9,3,6,0
2,23,5,0,3945,1380479,1974,4,7,5,0,1,1,1,90450,874736,15,17865,505743,0.08,10,6,1,0
0,22,5,2,3567,1142789,2011,1,6,1,0,1,1,0,17555,612343,10,4435,530446,0.4,1,4,9,0
10,0,3,0,4902,2940612,1966,6,4,3,0,0,0,0,96190,1520897,15,16610,1419715,0.14,10,7,7,1
2,23,1,1,3118,1088517,1984,1,2,1,1,0,1,0,79055,542288,15,10200,546229,0.06,2,10,3,0
2,38,3,2,2365,823730,2005,3,3,3,1,0,1,0,23750,512611,15,16775,311119,0.19,7,2,3,1
10,10,5,1,659,399595,1988,4,2,2,0,1,0,0,62550,308795,15,10075,90800,0.04,4,4,4,0
3,32,1,1,1648,625122,1961,6,6,3,0,0,2,0,89540,515709,20,9205,109413,0.04,7,5,7,1
0,35,1,1,3538,1130846,1991,0,1,1,0,1,2,0,54960,889253,30,6445,241593,0.1,5,2,3,0
4,19,3,2,4346,1827549,1982,4,1,1,1,1,2,0,24335,1317051,10,9070,510498,0.61,4,5,6,0
2,23,3,2,2815,990036,2009,6,5,3,0,1,1,0,86125,839318,20,7390,150718,0.07,8,8,5,1
12,12,0,2,1689,848755,1976,1,8,5,1,1,1,1,10695,593153,10,16045,255602,0.63,1,6,2,0
9,14,1,1,499,91060,1992,4,8,7,1,0,2,1,33524,61953,15,14630,29107,0.02,1,6,2,0
3,2,5,1,3409,1297116,2008,1,6,3,0,0,1,0,21585,596423,30,8130,700693,0.17,4,10,2,0
4,21,0,0,4138,1741260,2023,0,3,1,1,0,0,0,32735,1446835,30,5935,294425,0.28,7,4,9,1
10,10,1,2,5416,3251721,2011,5,4,2,1,1,2,0,47310,1924920,20,16515,1326801,0.3,9,3,5,1
7,27,4,1,3851,1733007,1973,2,5,3,1,1,2,0,35290,1235049,30,13050,497958,0.22,3,7,5,0
11,17,1,1,633,255501,1998,2,5,4,0,1,0,1,67650,154006,30,3650,101495,0.01,10,6,3,0
3,33,5,2,2410,911670,1961,3,8,6,0,0,1,1,56950,558537,10,13540,353133,0.11,9,1,8,0
9,6,5,1,1011,181423,2002,0,5,1,0,1,1,0,5716,137013,15,12925,44410,0.21,8,10,10,1
3,33,0,0,4782,1819889,1983,2,5,5,0,1,0,1,75790,787933,30,3950,1031956,0.07,10,8,6,0
2,23,3,2,806,277596,1962,1,2,1,0,0,2,0,63155,212278,25,16705,65318,0.02,9,4,8,1
8,34,3,1,3438,2406650,2016,2,8,7,0,0,1,0,39350,1313541,10,12485,1093109,0.38,7,3,6,1
2,39,2,0,1217,422678,1996,4,5,4,1,0,1,0,47345,352370,25,15895,70308,0.05,5,4,10,0
0,22,2,2,3013,966991,2007,6,2,2,1,1,2,0,23585,504884,15,14185,462107,0.19,3,9,9,0
4,28,3,1,4832,2033395,2009,5,6,5,0,1,0,0,84070,1345579,30,16645,687816,0.1,3,5,6,0
0,35,4,2,3077,983080,1970,0,5,3,1,1,0,1,65195,819038,30,11015,164042,0.08,2,3,2,0
5,3,0,1,1469,442725,1984,0,8,2,1,0,0,0,92770,224540,20,5665,218185,0.02,8,5,6,1
11,4,2,0,5173,2073802,2019,6,6,4,0,0,0,0,40350,1623245,10,18185,450557,0.46,4,1,4,0
0,22,2,0,1693,546408,1967,3,5,2,0,0,0,1,83290,420313,15,14695,126095,0.04,8,4,7,0
6,1,0,1,5408,812699,2006,6,4,4,0,1,0,0,13816,349950,10,520,462749,0.29,10,1,4,1
6,24,0,2,1869,280175,1988,1,6,4,1,0,1,0,6324,165314,30,3000,114861,0.17,2,10,5,0
6,1,5,0,2396,356460,2017,1,7,4,0,0,1,0,19861,300172,30,2222,56288,0.1,7,4,6,1
4,21,3,2,2227,936102,2003,2,1,1,0,0,1,0,97055,659770,30,16150,276332,0.04,7,7,7,1
5,25,4,1,5858,1760746,2000,6,4,4,0,1,1,0,26305,1482833,20,8360,277913,0.42,9,10,4,0
2,39,3,1,3106,1085068,1976,6,1,1,0,1,0,0,94930,631713,15,16975,453355,0.06,2,7,2,0
3,2,1,0,4896,1858924,2001,6,5,4,1,1,1,0,41460,1211720,15,9155,647204,0.25,6,4,9,0
12,12,3,1,4668,2337443,2008,0,3,3,1,1,1,0,73325,1877647,30,6490,459796,0.16,3,6,7,0
6,7,4,2,1859,280955,2015,4,1,1,0,0,1,0,14318,224897,15,906,56058,0.14,4,2,10,0
7,37,0,1,3272,1470394,1989,1,6,2,1,1,3,0,99910,652284,10,10330,818110,0.07,1,1,8,0
7,37,3,2,3186,1435230,2000,6,3,3,1,1,1,1,32620,762008,15,12265,673222,0.2,5,4,1,0
0,22,2,1,1323,427002,1985,3,2,2,1,1,1,0,62195,299634,30,16650,127368,0.03,3,10,4,0
0,35,0,0,5491,1761913,2023,5,8,4,1,0,1,0,70330,775121,15,3610,986792,0.1,10,1,8,1
12,31,1,0,1454,724564,2011,1,2,1,0,0,2,0,39055,346678,15,5965,377886,0.08,9,1,7,1
9,6,4,2,1388,249842,1980,6,1,1,1,0,4,0,20562,173543,30,7980,76299,0.05,6,9,10,0
10,0,4,2,4004,2403193,1982,3,1,1,0,1,2,1,67590,973007,15,19685,1430186,0.13,3,3,5,0
0,5,4,0,2430,782150,2015,0,6,5,0,1,2,1,19255,640100,15,15255,142050,0.29,5,8,1,0
9,6,4,1,5051,911353,1970,4,8,6,0,0,0,0,25422,368700,25,13710,542653,0.1,4,1,1,0
6,29,4,0,1343,198625,2008,4,6,5,1,1,2,0,13102,131938,15,1648,66687,0.09,1,1,5,0
3,2,1,2,2321,880611,1995,2,7,2,0,0,1,0,31460,440019,25,18095,440592,0.09,8,7,3,1
8,34,1,0,790,557348,2013,4,5,1,1,1,0,0,30395,312635,20,19405,244713,0.08,10,3,3,1
2,39,1,1,3436,1199097,1990,4,2,1,1,0,1,0,45185,526587,25,19340,672510,0.08,5,1,8,0
3,2,4,1,3084,1170010,1969,0,3,2,0,0,0,0,58070,666867,10,7975,503143,0.13,10,4,3,1
10,0,3,1,3656,2188787,1977,3,3,3,0,0,1,0,53780,1063523,10,4280,1125264,0.22,10,7,9,1
0,5,2,0,2020,649945,2008,5,8,4,0,0,2,0,82465,320605,10,2965,329340,0.04,10,5,8,1
10,10,2,2,1509,906545,2004,4,6,3,0,0,0,0,95875,503092,20,17945,403453,0.04,4,9,4,0
3,32,5,2,4590,1746046,2007,1,8,8,1,1,0,1,73360,1110971,25,11550,635075,0.1,2,3,4,0
6,7,0,1,4262,639332,1975,1,1,1,1,1,0,0,7290,501102,25,2686,138230,0.46,4,8,10,0
11,16,1,0,3046,1216431,1989,1,1,1,1,1,1,0,59035,599671,20,2870,616760,0.08,8,5,2,1
2,38,3,1,4065,1421628,1977,0,2,1,1,1,1,0,65685,613046,15,9215,808582,0.08,2,6,1,0
4,21,4,0,4585,1923574,2021,3,2,1,0,0,1,0,72980,880492,15,12315,1043082,0.11,3,1,2,0
11,17,4,1,5152,2063205,1994,3,4,3,1,1,0,1,33045,1097337,25,15355,965868,0.22,10,8,2,0
12,12,3,0,2660,1327443,2004,5,3,3,0,0,1,1,67355,651206,25,18430,676237,0.07,8,9,5,0
7,37,5,2,3745,1680921,2023,0,5,1,1,1,0,0,39820,980806,10,9800,700115,0.28,4,4,7,0
1,36,4,2,5430,1084843,1997,5,6,2,1,1,2,0,24396,836247,10,17890,248596,0.39,7,1,10,1
3,33,3,0,2881,1093108,2016,3,3,3,1,0,0,1,62470,594847,25,16475,498261,0.06,4,5,5,0
3,33,4,0,2552,970080,1989,0,3,2,1,0,2,0,25750,431284,10,4095,538796,0.19,5,8,10,0
10,10,2,1,3493,2097869,1992,6,3,3,0,1,0,0,62850,1385651,10,8465,712218,0.25,5,7,10,0
6,7,2,1,3205,479762,1971,6,1,1,0,1,2,0,5372,316510,30,2660,163252,0.37,2,5,7,0
11,17,5,2,5195,2081647,1962,3,3,2,1,1,2,1,58900,1531966,25,3695,549681,0.18,6,4,6,0
2,39,3,2,5438,1900182,1963,1,2,1,1,1,1,0,16705,1413614,15,16095,486568,0.74,2,5,7,0
7,27,3,1,932,419176,1976,2,7,7,0,1,2,0,45705,256169,25,5355,163007,0.04,5,4,10,0
8,34,4,2,938,655349,1995,2,5,1,0,1,1,0,77180,345266,15,13835,310083,0.04,10,10,4,1
11,4,3,1,2025,807592,1972,5,7,5,1,1,1,0,31315,672623,10,17135,134969,0.24,2,7,9,0
2,39,3,2,1288,453935,2005,6,5,1,1,1,1,0,25825,378447,10,4725,75488,0.17,10,1,6,1
12,18,1,0,5567,2779291,2003,4,6,2,1,1,4,0,55920,2131076,30,5955,648215,0.24,8,3,8,0
12,8,3,1,2999,1503994,2011,0,8,8,1,0,1,1,47175,974470,15,14355,529524,0.18,2,3,2,0
3,33,5,0,486,188833,1988,6,6,2,0,1,2,0,34085,110664,25,7265,78169,0.02,2,1,3,0
1,30,2,0,4169,835338,1995,4,4,4,0,0,2,0,25534,584439,25,10230,250899,0.15,4,7,5,0
0,5,3,0,5210,1668550,2021,1,8,4,1,1,1,0,93810,699735,25,13740,968815,0.05,2,8,4,0
4,28,0,2,2843,1193276,2000,5,2,1,0,1,1,0,88030,521645,20,13615,671631,0.04,6,1,5,0
6,24,5,0,3898,587261,1998,5,5,4,0,1,0,1,15582,344464,10,604,242797,0.25,3,10,5,0
2,38,0,2,4182,1463575,1995,0,8,3,0,0,1,1,69300,690085,15,2580,773490,0.09,1,8,2,0
1,36,2,0,1118,218913,1968,0,8,8,1,0,1,0,22758,141224,25,17470,77689,0.04,3,2,1,0
10,0,0,1,5366,3218551,1986,6,7,5,0,0,3,0,42380,2235965,25,17660,982586,0.36,6,10,1,0
4,19,3,0,4642,1947444,2002,1,6,4,1,1,2,0,54355,1551861,20,4105,395583,0.21,1,9,3,0
11,4,1,0,4163,1663695,1971,3,2,2,0,0,1,0,52265,892259,30,4965,771436,0.11,9,2,4,1
9,6,1,0,3311,598537,1964,0,1,1,0,1,1,0,19430,392457,20,19835,206080,0.15,7,1,10,1
6,24,4,2,5187,776096,1992,4,8,5,0,0,2,0,5364,443309,20,637,332787,0.62,6,4,6,0
12,8,1,0,538,270428,1988,0,4,3,1,1,2,0,91710,142354,10,10965,128074,0.02,4,9,10,0
10,0,3,1,1436,862372,1973,2,2,2,0,0,4,0,36300,730869,15,13385,131503,0.18,10,10,6,0
10,10,5,2,2957,1770635,2018,6,1,1,0,1,0,0,44060,1474119,30,15970,296516,0.21,1,7,6,0
11,16,2,1,4405,1764563,1963,6,4,1,1,0,1,1,60725,1303475,10,11570,461088,0.24,1,1,7,0
4,19,5,2,1407,586396,2016,1,5,4,0,0,0,0,48135,386536,30,13945,199860,0.05,3,1,3,0
2,38,2,1,3756,1316161,1964,1,5,2,0,0,0,1,30840,1051533,25,2630,264628,0.23,1,7,9,0
2,38,3,2,5100,1787497,1971,1,1,1,0,0,0,0,31885,1380771,10,8005,406726,0.49,2,9,5,0
0,5,0,0,3586,1146650,1986,1,6,4,0,1,1,0,27795,664845,20,14770,481805,0.18,8,4,8,1
5,3,2,2,4217,1269861,1966,2,1,1,0,0,1,0,89720,891676,25,9350,378185,0.07,10,8,10,1
12,8,0,2,5232,2619680,1966,1,1,1,0,1,4,1,58265,1713422,30,6160,906258,0.19,8,2,4,0
8,34,2,1,2548,1782217,1967,1,1,1,1,1,0,0,58755,943484,25,16555,838733,0.11,3,2,8,0
9,6,2,0,2414,436147,1976,5,1,1,0,1,1,1,8526,179394,10,7155,256753,0.24,9,6,7,0
0,5,4,0,5258,1683738,2013,2,7,1,0,0,1,0,59600,1149996,15,9585,533742,0.17,9,3,8,1
12,18,4,1,2814,1410812,1962,6,5,5,1,0,1,0,27395,1070168,20,15060,340644,0.29,8,6,10,1
8,34,1,0,3759,2629091,1987,0,2,1,0,0,2,1,65990,1321305,30,14320,1307786,0.13,7,10,1,0
1,30,3,0,3982,792001,1979,2,3,3,0,1,5,0,26264,359113,25,14725,432888,0.09,9,9,9,0
7,37,2,0,2150,964397,2015,5,1,1,0,0,2,0,55795,559754,30,17405,404643,0.06,5,5,4,0
8,34,3,2,3359,2349072,2014,2,3,2,1,1,0,0,48165,1693821,10,3270,655251,0.4,8,6,7,0
2,38,1,1,4584,1602990,1969,0,4,2,1,1,0,0,53020,1051764,15,2615,551226,0.17,2,6,8,0
1,30,1,2,3205,639157,1977,4,5,5,0,1,1,1,33056,499310,15,9835,139847,0.13,7,2,1,0
6,9,2,0,5100,765105,1961,6,5,2,1,0,1,0,18901,509620,20,3740,255485,0.2,5,4,4,0
8,34,2,0,4567,3199316,1991,5,7,2,1,0,0,0,37875,1573094,30,9620,1626222,0.26,10,9,7,1
9,6,5,1,2935,533300,2003,0,7,1,0,0,2,1,17714,442509,20,11990,90791,0.19,7,3,5,0
6,7,0,0,1104,162840,1963,6,4,3,1,0,0,0,9370,79291,25,3538,83549,0.06,4,10,4,0
4,21,0,2,5869,2461059,1995,6,5,5,1,0,1,0,83250,1928833,30,6025,532226,0.15,8,2,2,1
10,10,5,2,1757,1057409,1968,3,6,4,0,1,1,0,35850,509736,20,9075,547673,0.11,4,7,3,0
11,17,3,1,3386,1357969,1981,3,4,2,1,0,0,0,77415,630359,20,12240,727610,0.06,1,8,2,0
3,32,0,2,2872,1088255,1983,5,5,2,1,1,2,0,23640,470469,15,2965,617786,0.17,9,3,8,1
2,23,5,0,3051,1063589,1963,1,3,3,0,0,0,1,30940,865208,10,3795,198381,0.32,10,7,3,0
0,5,1,1,5220,1666701,1997,0,5,2,0,1,1,1,48330,740546,30,2785,926155,0.1,4,5,7,0
2,38,4,0,414,143703,1970,5,5,3,0,1,1,0,14910,72539,20,19485,71164,0.04,10,8,7,1
4,19,4,0,546,230386,2007,5,6,6,1,0,1,0,41030,178469,20,5915,51917,0.03,5,8,10,0
9,14,2,2,717,128007,1997,2,4,1,0,1,2,0,19846,71958,15,14605,56049,0.03,7,9,2,1
6,29,2,1,3492,526448,2006,6,3,3,1,0,0,0,10370,320445,15,2229,206003,0.27,6,1,3,0
8,34,0,0,645,448787,1966,4,2,1,1,1,1,1,83220,322364,20,9565,126423,0.03,9,7,8,0
11,4,1,0,4321,1727578,2008,5,5,4,0,1,0,1,90090,1246449,15,5380,481129,0.12,8,2,3,0
8,34,2,0,3756,2631199,2015,4,6,3,0,0,0,1,27060,1664401,10,11395,966798,0.7,10,1,10,0
2,39,4,2,4466,1561610,1996,1,6,1,1,0,1,1,87745,1152997,25,12270,408613,0.09,3,8,4,0
10,10,4,0,4679,2802451,1978,4,3,2,1,0,2,1,66445,1999215,30,8890,803236,0.19,9,8,2,0
1,30,3,0,2725,541157,1988,6,6,5,0,0,3,1,16504,314421,10,9190,226736,0.22,3,5,3,0
4,21,5,1,5234,2202110,2015,4,3,3,0,0,0,0,47685,1348503,10,8970,853607,0.32,8,2,2,1
10,10,2,1,2749,1654218,1988,4,3,3,1,1,2,0,44175,1240082,10,6650,414136,0.32,2,3,7,0
10,0,1,2,5149,3092481,1980,4,1,1,0,1,1,0,14825,1564642,30,10120,1527839,0.67,2,3,6,0
12,8,1,0,3949,1970523,2013,3,6,4,1,0,1,0,60090,1645384,25,2985,325139,0.18,7,8,10,1
0,35,4,0,879,286247,2009,1,1,1,0,1,1,0,37580,179473,15,4800,106774,0.04,3,2,6,0
1,36,1,2,2822,567636,1992,4,8,8,0,0,3,0,15456,390515,30,11725,177121,0.16,1,2,7,0
0,22,3,2,2751,879154,2002,6,4,4,0,1,0,0,38275,577092,15,15310,302062,0.13,7,10,7,1
0,5,0,0,4985,1590358,2007,4,7,3,1,0,1,1,10455,1246381,25,12280,343977,0.8,5,9,5,0
10,0,0,2,464,277732,1964,1,5,5,0,1,0,0,79185,127918,30,8630,149814,0.01,8,2,1,1
9,6,3,2,1798,319499,2020,5,2,2,0,0,2,0,36476,209496,15,19320,110003,0.05,8,7,8,1
4,28,3,2,4613,1939021,1988,3,8,6,1,0,0,0,78665,1503740,25,5150,435281,0.13,6,4,6,0
12,31,5,0,5707,2857739,2023,2,6,1,1,0,5,0,20015,1529050,10,17850,1328689,0.87,2,10,10,0
0,35,2,1,5390,1723294,1982,5,6,5,1,1,0,1,20085,1000992,10,4175,722302,0.57,3,3,2,0
10,10,4,1,5560,3339315,1967,2,4,3,0,0,1,1,10420,2825136,25,14780,514179,1.83,8,8,4,0
0,35,0,1,1060,338051,1987,3,2,1,1,0,0,1,37250,170687,20,19385,167364,0.03,7,7,6,0
1,30,0,0,5692,1137042,1994,6,8,7,0,0,2,0,38904,507210,30,11620,629832,0.08,6,1,8,0
10,0,3,0,2955,1774501,2020,6,8,6,1,1,1,0,54000,1342588,10,10580,431913,0.28,3,3,2,0
4,28,0,1,3085,1293726,1972,5,1,1,0,0,1,0,42585,573122,10,9180,720604,0.15,1,8,1,0
4,21,2,0,2760,1161063,1981,0,1,1,0,0,0,0,91930,913466,10,8770,247597,0.11,2,10,5,0
4,21,0,1,3465,1456039,2009,6,7,4,0,0,0,0,39345,1140896,25,15965,315143,0.2,6,4,4,0
8,34,2,0,588,409849,2014,0,5,3,1,0,1,1,54430,265390,25,6440,144459,0.03,3,1,9,0
9,6,2,1,3617,649724,2006,5,8,2,1,1,5,0,29662,402325,10,12985,247399,0.15,8,3,4,0
5,25,2,2,4451,1330877,1977,2,5,5,0,1,0,1,26390,1047986,20,4895,282891,0.3,10,7,7,0
6,29,0,0,1809,272963,1983,3,3,2,1,1,1,0,4721,132926,15,3797,140037,0.25,7,10,9,1
0,35,1,1,1154,372570,2019,1,1,1,0,0,1,0,12235,185081,20,19140,187489,0.11,6,8,1,0
3,2,5,2,4502,1713878,2016,6,4,4,0,0,1,0,66865,916300,10,5740,797578,0.16,8,4,1,1
6,24,1,0,1769,268040,2020,4,3,2,1,0,1,0,7567,222960,25,3726,45080,0.2,4,8,2,0
11,16,2,0,3967,1582681,1962,5,4,4,0,1,0,0,97970,733244,25,15515,849437,0.05,6,2,7,0
1,36,5,2,1250,252782,1990,2,1,1,0,1,3,0,15462,146428,25,4935,106354,0.06,10,5,7,0
12,8,1,2,5181,2591346,1977,6,2,2,1,1,2,1,34910,1081696,25,13695,1509650,0.21,9,6,6,0
6,29,4,1,3310,497330,1993,3,8,6,0,0,1,0,9561,313785,10,619,183545,0.37,6,7,9,0
9,14,1,0,5204,937893,2019,4,4,2,1,0,1,0,18726,687428,10,15015,250465,0.42,10,3,10,0
6,1,1,0,4328,653684,2012,1,7,4,1,0,0,0,19012,391734,10,2471,261950,0.23,10,4,1,1
9,6,2,0,1067,196069,2016,3,2,2,1,1,5,0,19850,165250,25,11375,30819,0.06,4,7,10,0
2,23,1,0,4193,1462659,1975,4,6,4,0,0,0,1,35785,749982,10,12805,712677,0.24,3,3,4,0
10,10,4,0,4193,2511268,1990,5,6,3,0,0,4,1,74135,1816661,15,13680,694607,0.21,5,5,6,0
5,25,2,1,5854,1752142,2017,3,4,1,1,0,0,0,70695,1161240,10,10665,590902,0.19,3,1,3,0
5,3,3,1,4320,1291624,1980,6,1,1,0,1,1,0,97570,813992,25,18015,477632,0.06,3,3,8,0
4,28,0,1,3712,1556712,1982,5,7,2,1,1,2,1,14310,1242754,30,6910,313958,0.55,9,4,8,0
9,6,0,1,4101,739128,2000,1,7,5,1,1,2,1,11156,622298,25,10510,116830,0.38,1,5,9,0
11,16,0,1,5630,2252019,2008,1,5,4,0,1,0,0,70745,1589776,25,11475,662243,0.15,9,10,5,1
1,30,5,1,3919,780870,2014,6,8,8,0,1,3,0,18784,641137,20,6180,139733,0.25,5,6,10,0
7,37,4,2,1203,542650,2003,2,5,5,1,0,1,1,55800,292075,20,18540,250575,0.04,6,9,1,0
8,34,4,0,5915,4138832,2003,0,5,4,0,1,1,0,37220,3006319,30,16465,1132513,0.51,2,1,9,0
12,31,2,2,3258,1625576,2000,1,1,1,0,1,0,0,85465,1105768,20,14390,519808,0.1,7,3,3,1
2,38,2,0,5319,1864083,1985,5,8,5,1,0,1,1,83140,1517438,15,3325,346645,0.16,2,1,1,0
1,30,4,1,5008,1000146,1988,3,2,2,1,0,2,0,11840,701961,10,14680,298185,0.67,3,4,7,0
4,21,0,0,2213,934332,2015,6,1,1,0,1,0,1,99245,425264,25,19200,509068,0.03,8,10,9,0
12,12,2,0,5693,2846200,1982,4,1,1,0,1,3,0,41900,1295601,15,16200,1550599,0.27,1,5,2,0
7,15,3,2,5505,2473027,1990,0,1,1,0,0,0,0,87770,1873965,25,8280,599062,0.14,8,2,3,1
9,6,0,0,1179,210570,1982,3,8,5,1,0,3,1,7386,149051,25,3000,61519,0.14,4,3,2,0
12,18,2,1,2279,1137292,1988,2,7,1,1,0,1,1,23540,717520,30,4980,419772,0.19,4,9,8,0
12,8,1,0,1069,536912,2019,1,8,3,0,0,2,0,53590,282612,15,3875,254300,0.05,4,5,6,0
9,14,5,0,2082,374164,1994,3,4,4,0,0,2,0,19794,178054,30,19925,196110,0.06,4,7,10,0
6,13,1,2,4219,631953,2011,2,6,3,1,0,0,0,12539,460960,15,957,170993,0.32,7,5,10,1
11,16,0,0,4107,1646211,2006,2,5,4,0,1,3,0,93775,721727,20,3820,924484,0.06,5,4,3,0
11,20,0,0,4274,1713965,2022,0,5,3,0,0,0,0,42620,787737,30,16315,926228,0.12,5,2,5,0
4,21,5,0,3922,1650005,2016,6,5,3,0,0,1,0,56265,1079491,20,11045,570514,0.14,6,8,3,0
2,38,0,2,2003,697618,2021,0,1,1,1,1,1,1,95710,378640,15,13960,318978,0.03,1,4,1,0
6,9,3,1,2961,445028,1990,6,3,2,0,1,0,0,17765,358688,25,3194,86340,0.14,8,4,3,1
